,Tweet,HS,Abusive
1448,gatot pikir mujur susilo bambang yudhoyono susilo bambang yudhoyono presiden momen saing gatot karya jadi gatot calon presiden mati langkah,0,0
1449,guna guna tunggu aksi bela kafir tanu,1,1
1450,ngakak banget ambil ya derita nice mochi gue lo taken lo cacat,1,1
1451,guna manusia suka sontoloyo model,1,1
1452,subjek kesusasteraan melayu tiada nilai ekonomi,0,0
1453,rezim jokowi tembak yona 2 kali,0,0
1454,guna cebong senior nih,1,1
1455,guna guna sumbu pendek dukung nista agama islam al almaidah 51 mencak mencak dungu,1,1
1456,guna guna protes mulu kayak dewan wakil rakyat,0,0
1457,guna guna 169 bb 53 asa kurus gue 185 bb 55 cungkring banget iya ideal enam puluh kilogram 60 68 gue demam turun 54 55,0,0
1458,guna guna cebong erti,1,1
1459,2019 kiprah sus pudjiastuti menteri ikan usaha lang kursi wakil presiden amp a laut kolam sus rabu 18 4 19 30 indonesia barat guna,0,0
1460,bandung bebas banjir nurul arifin solusi danau buat guna,0,0
1461,guna guna guna res res cebong goblok ya res maklum,1,1
1462,guna x98 x82 x98 x82 x98 x82 bencong idiot it berani akun asli sebar hoaks fitnah coba lihat akun cong x98 x82 x98 x82,1,1
1463,rakyat lengser jokowi,1,0
1464,guna guna orang kafir hasil buat tuduh orang kafir buat kafir kasih tau umat laku kafir umat jauh buat,0,0
1465,bajing hati iman rupawan laku kayak preman,0,1
1466,guna sipit ah,0,0
1467,tulen apa lelaki kejar banci lari,0,0
1468,guna guna guna guna nih utang era jokowi bencong diam sih gembel warung internet banci kaleng x98 x82 x98 x82,1,1
1469,biadab rezim jokowi uniform resource locator,1,1
1470,hubung anak layang kampung juragan,0,0
1471,guna guna guna guna guna cebong nasehat bu mempan ludah kali belah kiri baca,1,1
1472,gerombol guna rindu rusuh hati hati kabul tuhan,1,0
1473,guna guna terima kasih ya pm guna terus bangun ekonomi negara serang pelbagai sudut senang maju,0,0
1474,guna maju anjing uniform resource locator,1,1
1475,partai sebut nama lunas hutang cetak uang bayar anak ekonomi jengkel ya omong partai,0,0
1476,fangirl main twitter nya main instagram uang cepat habis beli kuota merch antek antek god i done this,0,0
1477,rt guna lupa susilo bambang yudhoyono 10 kowi 3 persentase kawan sembako garam impor gila,1,0
1478,gue paham deh selera bias gue vokal rapp orang singing gemas sipit,0,0
1479,guna ambang batas efisiensi biaya demokrasi rezim orang pimpin reformasi 98 perintah demokratis,0,0
1480,guna guna guna guna oi bos bilang sih orang hina agama sih berengsek salah benar tindak ajar heran junjung x98 x82,1,1
1481,guna guna guna wkwk kampang,0,1
1482,guna dukung prabowo ragu elektabilitasnya anjlok prabowo kali maju gagal rakyat bosan calon fresh peluang menang,0,0
1483,guna guna jomlo jablay kayak perek,1,1
1484,empok silvy nyinyir melulu nya sayang sesat maklum sih dese mak mak,1,1
1485,presiden jokowi optimis indonesia cerah,0,0
1486,rt guna sambung anjing nih bocah uniform resource locator,1,1
1487,guna guna babi kejut x98 x98 x98,0,1
1488,ganyang partai komunis indonesia serta antek antek,1,0
1489,guna mobil parkir kondisi mesin mati bakar bahaya mobil parkir garasi rumah sebab bakar kecuali mobil neno warisman,0,0
1490,guna bubar komisi berantas korupsi fud jadi orang sangka asal kalah nih,1,0
1491,guna nyata rezim anti islam bilang hoaks,1,0
1492,qaumi conference ul ulama e hind muhammad ali shabbir kakak khusus kitab,0,0
1493,3 suka dunia matahari matahari siang malam hati,0,0
1494,guna budek buta otak mati sulit harap,0,1
1495,guna guna guna guna otak bani cebong 0 kosong napi nista agama selingkuh istri 7 amp mulut jamban puja puja bak dewa,1,1
1496,hindar munafik sadar,0,0
1497,jakarta banjir pimpin akhlak nista agama uniform resource locator,1,0
1498,rt guna guna guna cristiano ronaldo bini calon presiden masak negara,1,0
1499,guna cegah bangsa jajah asing asing,0,0
1500,guna guna haha ah taruih sanak pola baca komunis syiah murtadin mana bikin rusak,0,0
1501,guna produk asing lewat tolong buka sejarah islam masuk cina ketimbang nusantara baju koko takwa asli cina budaya jubah pakai budaya impor arab tolong telanjang biar ucap sesi,0,0
1502,ustaz ulama bicara politik dibully henti anggota parlemen kritik maki maki bilang grup sakit hati tokoh nasional kritik bunuh karakter jabat aktif rajin kritik pecat jilat bicara politik sanjung,1,1
1503,rt guna guna jokowi anti islam,1,0
1504,guna najis mesum mulu,0,1
1505,guna guna guna ulah perintah wakil presiden mahar gratifikasi,0,0
1506,guna guna kelompok pelangi kristen radikal kaum sekuler komunis cibir habibie kelompok pelangi kumpul si,1,0
1507,guna guna guna guna guna guna chagiya yana bani sai yasha pahala,0,0
1508,rt guna guna melek mata hati serius nyinyir,1,0
1509,guna burung onta tinggal mars o makan telur burung unta hem,0,0
1510,guna anjing anjing lapar rakus duit pesta pora curut curut maling duit rakyat makan kenyang teriak teriak kopar kafir asing asing kedok goblok puja,1,1
1511,guna guna guna bego,1,1
1512,guna guna guna guna guna guna guna anak istri nya tolong lupa tuhan tuhan saint teknologi bangsa e,0,0
1513,gue duduk keren wkwk meja petak kampang,0,1
1514,guna tunggu usia balig wali observasi fit consummatum 1 mature 2 hamil yahudi bar banget mitzvah masuk dewasa 12 cewek 13 cowok x98,0,0
1515,guna dapat fitnah kena asah tajam realitanya pantai timur je kuat negeri agama prioritas tambah isu kos sara hidup ekonomi pon orang ambil kat pantai timur xpe kerja dok pon,0,0
1516,sih athea tepung roti jala sih qayyum nih natural killer haha makcik min kecoh gila,0,0
1517,guna tau yahudi,0,0
1518,guna guna guna kaum bani cabul bohong makan bohong pulang donatur x98 x82 x98 x82 x98 x82 rasa azab allah,1,1
1519,guna geblek datang polisi tau wkwk,0,1
1520,guna kutuk engkau,1,1
1521,guna kampang bal,1,1
1522,guna guna islam ya islam islam nusantara kristen buddha hindu katolik embel embel nusantara,0,0
1523,allah subhanahu wa taala sembah sembah muslim setan halal rampas ajar tunduk patuh obar cocok cocok penis,1,1
1524,guna guna guna guna guna guna guna guna kayak bersih suci tolol teriak muslim buat saudara muslim mu makan emis kopar kafirin orang benci go,1,1
1525,twitter logo burung isi manusia anjing monyet babi,0,1
1526,muslim rohingya hilang kaki akibat ranjau darat tanam teroris buddha,1,0
1527,guna guna guna guna guna guna guna guna jijik takut mencret toilet bahaya,0,0
1528,guna haha tau mentok cangkem cocot haha,0,1
1529,wasit picek,1,1
1530,guna guna amuk massa hukum manusia soal budaya akar masyarakat sumber kecewa turun turun masyarakat tega hukum,0,0
1531,suka langung selesai bareng kirim setan suka sembarang taruh gelas pecah 3 biji aaarrggghhhh,0,1
1532,guna guna guna guna guna guna guna guna guna guna guna guna ya lucu nada manusia manusia kena pecah bom cacat umur hidup semb,0,0
1533,guna guard warga asing bii,0,0
1534,guna guna fiksi prosa naratif sifat imajiner imajiner fiksi tetap masuk akal kandung benar prosa naratif jenis tulis cerita jadi tuju me,0,0
1535,bodoh banget sih x98 x93 x98 bodoh goblok saudara ya ya nama hidup terima kasih ya,0,1
1536,10 orang kaya indonesia 1 5 orang indonesia orang cina keri indonesia kayak singapura pribumi usir,1,0
1537,tarik hidup tampil culun drama komedi amp tragedi,0,0
1538,guna guna sifat kampret cebong licik culas amp fitnah dasar cebong kampret,1,1
1539,koalisi pakai hati cuci tangan gandeng topeng rombeng tutup koreng nenek sihir sibuk sisir nama belia nama dunia haus ilmu cinta jatuh ya jatuh ya biru biru merah,0,0
1540,tarik kaos tulis 2018 ganti gubernur jawa semangat antusiasme ajak foto guna,0,0
1541,guna guna bukti on bukti congor doang,1,1
1542,guna yuhuuuu teman posko jadi 2 pasang lo ya hangat tai ayam x98 mb janah sih bawa asa bikin malas skripsi x98 ingin kumpul teman haha not always bout love lo dek bawa asa keluarga nya x98 x82,0,1
1543,turut orang buddha buat agama ajar baik kasih sayang nya,0,0
1544,guna guna guna guna iya manusia laku cebong hina marah hina,1,1
1545,guna guna media pura pura bego ajak ajak bego orang nama bodoh parah,1,1
1546,guna bicara agama ajar sesat sebab korban oke,0,0
1547,guna rezim jokowi freeport tekuk lutut,0,0
1548,bangga orang islam guna to 0 times,0,0
1549,guna indonesia komunis liberal akur ideologi ya omong antek komunis liberal asing sedih iya mas,0,0
1550,guru aji bilang main sepak bola sepak bola olah raga partai komunis indonesia ejek antek komunis,1,0
1551,bravo presiden jokowi presiden joko widodo jokowi catat rampung 30 proyek strategis nasional play station network hitung 2016 2017,0,0
1552,guna pelihara tuyul,0,0
1553,guna guna guna bilang musnah orang kafir orang bicara hukum ya bunuh kafir orang ya masuk intimidasi amp ancam masuk dalil hukum,0,0
1554,rt guna teman indonesia network election survey malam bang indonesia network election survey sange berat hubung indonesia network election survey ya 62823 9111 5459 jamin puas,0,1
1555,gue retweet video nya sedih kasihan viral takut orang orang idiot ngebully mas mas sih korban bully teman mahasiswa nya oi nama banget,0,1
1556,guna orang edan,1,1
1557,cantik,0,0
1558,nak pakar ekonomi masuk jasa pakar undang masuk jasa pakar cukai masuk jasa pakar strategi komunikasi masuk jasa pakar polisi bangsa masuk jasa pakar psikologi masuk jasa universitas jasa layak,0,0
1559,presiden tuduh rezim anti islam buat negeri buat umat uniform resource locator,1,0
1560,erti komunis erti manis,0,0
1561,guna guna guna guna baju hitam salah 2 korban suruh dorong orang orang tua situ suruh dorong ejek bangsat bocah dorong murni salah,0,1
1562,ahok tuduh nista agama ayat kitab suci al alquran guna nista al alquran 114 surat 30 juz 6236 ayat hina ayat kena hukum 2 penjara tinggal ali hukum,0,0
1563,orang yahudi hina rasulullah rasulullah marah rasulullah doa suruh mati rasulullah harap islam,0,0
1564,guna bego,1,1
1565,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
1566,usir jajah cina bumi indonesia guna guna guna guna guna guna guna guna,1,0
1567,guna verifikasi cepat sipit,0,0
1568,usaha kayak coba gue ky gue korban pergi pagi pulang malam sinting x98 x98 x98 x98,1,1
1569,guna video call sex yuk tante kontol gede nih,0,1
1570,guna guna tulis sudut perintah isu tenaga kerja asing cina tulis semenjak bukti guna kunjung polewali waaah tulis,0,0
1571,guna guna ya alah cebong kreatif banget bahasa pakai cebong anak kodok nabi sih kodok panggil cebong laknat,1,1
1572,guna guna guna j nih cebong bangsat cepat modar bong hama j bangsat,1,1
1573,hoaks ancam komisi berantas korupsi amp dewan wakil rakyat tangkap tangkap orang dewan wakil rakyat malu malu ya ancam bubar dewan wakil rakyat,1,0
1574,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu 21 4,0,0
1575,guna guna guna guna guna guna guna guna guna guna guna bilang wendy kakak perempuan suruh jemput vider jual mucikari,0,0
1576,oke apa lepas nih diam diam biar sakit hati pendam mampus ok bye,0,1
1577,guna km kepala daerah km kampanye diri hubung nya presiden,0,0
1578,tunjuk seni budaya artis event,0,0
1579,rt guna guna sandi anies susul sahabat sahabat buron tangkap lantik,1,0
1580,meeting orang asing kerja lapang percaya orang lapang kece asyik keren orang kantor orang kantor kutu buku suka ajar x98,0,0
1581,guna kafir a,0,0
1582,guna adminnya dukung teknis ahli ekonomi partai ya akun resmi partai manfaat komunikasi pesan didik anggota simpatisan,0,0
1583,suka video guna,0,0
1584,guna guna guna kerja asing,0,0
1585,gue sindir kesan sindir aduh bego wkwk,0,1
1586,guna jilat memek,0,1
1587,presiden tegas publikasi asi games 2018 guna,0,0
1588,v tai conqueror bangsat v bantu gue karma dendi delio x98 x98 xadi need best jungler,1,1
1589,guna guna guna guna guna guna ooo tau kristen nusantara konghucu nusantara buddha nusantara ya mas hindu nusantara ya hindu bal sih dengar islam bal i,0,0
1590,ayo dukung tes baca al qur an calon presiden 2019 agama islam guna guna baca al qur an calon presiden rt tuju,0,0
1591,anak sih napi cina kafir usir,1,1
1592,guna guna mafia wasit milanisti asing juventini senior angkat gue,0,0
1593,percaya dukung guna beliau aktivis tulen abal abal kiprah partai guna beliau kenal konsisten juang penting orang cilik penjara,0,0
1594,guna guna salah bangsat kecut indonesia dukung bangsat kecut bani onta grup kabur arab tuhan tidur buat surat pemberitahuan tahun ahok pal,1,1
1595,guna guna tangkap kalimat sok pintar kolam pakai ngata ngatai islam kasihan banget teman cebong islam mati mati bela cebong kafir tau agama islam hina hina cebong kafir nih haha nas,1,1
1596,guna ha dasar cina hitung,1,0
1597,dear guna sinyal 4g pekanbaru nih kacrut lot kura kura restart,1,1
1598,guna guna ya tuan guru bajang bantu sadar kaum bani cabul bani kampret main ayat ayat suci demo,1,1
1599,guna guna nu gabung nasakom negara asai komunis 100 gagal kuasa negara satu republik indonesia lawan tentang nahdlatul ulama ulama paham daki dajjal,0,0
1600,segar ingat rakyat janji jokowi beli pt indosat jual megawati presiden jual badan usaha milik negara,1,0
1601,guna sebut hormat kasihan cebong benar sama kaum dungu,1,1
1602,guna ya allah babi dek malam jumat gilir gue jaga lilin,0,1
1603,mas bagus cerah,0,0
1604,ayo dukung jokowi puan,0,0
1605,kena presiden party pm lembaga,0,0
1606,guna tau taplak meja rumah bentuk nya kayak,0,0
1607,guna guna monyet ekor banci plonga plongo,1,1
1608,haha idiot bilang orang orang kafir nasrani dukung dukung ahok kafir pasuk wilayah wilayah syariat islam,1,1
1609,ayo umat islam pintar percaya aksi 112 hubung pilih kepala daerah agus harimurti yudhoyono bayar anies untung,1,0
1610,guna jilat sayang memek mu,0,1
1611,guna guna guna bego guna nusantara,1,1
1612,awak patroli giat anjangsana sambang patroli dialogis security balandongan residen arah waspada jaga aman tertib lingkung jelang pilih kepala daerah serentak 2018,0,0
1613,guna ngentot yuk,0,1
1614,aset indonesia ambil orang asing freeport ambil amerika,1,0
1615,guna hati hati mencret x98 x98 x92,0,0
1616,langgar undang undang apa,0,0
1617,gubernur goda tau kuat nu hang,0,0
1618,guna dora sompret,1,1
1619,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu 21 4 an,0,0
1620,guna guna hebat ya bullying car free day bendera israel kibar bom surabaya ancam presiden polisi tetap sangka pakai,0,0
1621,dukung gera nasional awal fatwa ulama kurang kalah 2019 aksi tangkap bu sukmawati hangat hangat tai ayam guna guna guna,1,1
1622,akrobat solidaritas lucu remah remah kuasa presiden jokowi gerus janji janji kampanye,1,0
1623,sumbang gaza sumbang yahudi,0,0
1624,butuh presiden ganyang partai komunis indonesia anti partai komunis indonesia,1,0
1625,guna pindah on mantan sipit sipit gemas ih,0,0
1626,rt guna guna haha guna ejek buih sih,1,0
1627,rt guna ngentot toilet mas yuk uniform resource locator,0,1
1628,aset jual kayak harga kayak kerja tenaga kerja asing kayak bodoh gaji bulan terima,0,0
1629,rt guna tambah nih mega collection minat monggo direct message uniform resource locator,0,0
1630,polling google rencana 28 maret 20 april 2018 dadak henti 3 april 2018 responden tolak jokowi 2 periode capai 91 tutup resmi polling google tetap 2 april posisi tolak jokowi 87 setu,0,0
1631,bangsat wakil rakyat mulut ya bangsat monyet wakil rakyat mulut ya monyet babi wakil rakyat mulut ya babi anjing wakil rakyat mulut ya anjing,1,1
1632,kaca bolot uniform resource locator,1,1
1633,guna guna aneh ustaz ajar non muslim ateis ajar eropa amerika australia aneh lihat pastor ajar katolik india biksu,0,0
1634,jokowi kuasa jawa barat,0,0
1635,guna guna akibat makan gaji duit korupsi bantu likuiditas bank indonesia tokek tokek cina otak cebong dungu tenaga kerja asing cina fiksi fakta anggap isu fiktif hancur negara jual,1,1
1636,modus sindikat cina tipu uang rakyat indonesia usir cina indonesia,1,0
1637,guna kampret telat deh gue,0,1
1638,kelak ungkap jujur muhammad bicara alquran lukman,0,0
1639,hapus islam ajar sesat dungu biadab umat,1,1
1640,guna guna ustad mondok sih kerja mentwit bikin status nyinyir twitter kafir stad,1,1
